Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
21,21,14.0,96,4.1,292,Autumn,No Holiday,Yes,11,8,2018
8,4,3.3,90,1.3,682,Spring,No Holiday,Yes,3,8,2018
82,5,4.7,54,1.3,543,Spring,No Holiday,Yes,24,3,2018
612,15,7.5,21,2.7,1900,Winter,No Holiday,Yes,25,2,2018
122,5,13.0,70,0.5,385,Spring,No Holiday,Yes,21,4,2018
65,2,0.4,95,1.7,110,Winter,Holiday,Yes,31,12,2017
257,15,-2.4,51,4.6,1458,Winter,No Holiday,Yes,1,9,2018
1160,14,18.0,31,1.2,1506,Autumn,No Holiday,Yes,11,2,2018
20,6,4.2,87,2.0,1979,Spring,No Holiday,Yes,3,5,2018
42,5,-11.9,61,1.8,1759,Winter,No Holiday,Yes,1,11,2018
1359,20,16.2,22,0.9,2000,Spring,No Holiday,Yes,13,4,2018
236,7,-9.5,35,1.1,2000,Winter,No Holiday,Yes,2,12,2018
110,5,7.6,79,0.3,765,Autumn,No Holiday,Yes,14,10,2018
228,6,16.9,62,0.4,1768,Summer,No Holiday,Yes,6,3,2018
2270,8,21.8,77,0.9,1419,Autumn,No Holiday,Yes,9,6,2018
1356,7,24.4,75,1.0,841,Summer,No Holiday,Yes,17,7,2018
132,20,-4.4,19,5.8,2000,Winter,No Holiday,Yes,2,10,2018
2091,22,25.1,73,2.5,1808,Summer,No Holiday,Yes,7,4,2018
0,17,12.9,66,3.6,682,Autumn,No Holiday,No,11,9,2018
68,5,-7.5,64,0.9,989,Winter,No Holiday,Yes,15,12,2017
186,5,9.2,63,0.8,1896,Spring,No Holiday,Yes,5,4,2018
1985,19,24.9,46,3.1,1341,Spring,No Holiday,Yes,26,5,2018
504,16,5.4,56,2.2,396,Winter,No Holiday,Yes,29,12,2017
81,0,10.7,94,2.6,477,Spring,No Holiday,Yes,23,4,2018
2309,19,26.7,69,1.4,2000,Summer,No Holiday,Yes,7,5,2018
962,0,22.9,79,0.6,715,Summer,No Holiday,Yes,25,6,2018
84,6,-7.7,74,1.1,2000,Winter,No Holiday,Yes,1,10,2018
485,0,9.0,46,1.2,1259,Spring,No Holiday,Yes,4,10,2018
660,17,8.9,57,3.0,1149,Autumn,No Holiday,Yes,11,11,2018
568,19,2.0,26,2.3,1985,Spring,No Holiday,Yes,3,2,2018
360,1,4.7,51,1.1,728,Spring,No Holiday,Yes,24,3,2018
238,5,19.0,85,0.8,567,Summer,No Holiday,Yes,17,6,2018
13,10,21.6,97,0.5,266,Summer,No Holiday,Yes,7,1,2018
0,10,11.7,62,0.5,521,Autumn,No Holiday,No,11,6,2018
299,6,6.7,86,0.3,593,Autumn,No Holiday,Yes,21,11,2018
0,14,17.4,50,2.4,336,Autumn,No Holiday,No,11,6,2018
900,0,24.2,61,1.7,2000,Summer,No Holiday,Yes,7,9,2018
969,23,29.4,79,1.2,777,Summer,No Holiday,Yes,8,6,2018
1435,20,15.1,34,2.2,1981,Spring,No Holiday,Yes,28,4,2018
317,5,19.4,77,0.8,831,Summer,No Holiday,Yes,19,6,2018
68,19,20.4,94,1.1,1769,Summer,No Holiday,Yes,7,9,2018
299,22,-2.2,55,1.4,2000,Winter,No Holiday,Yes,21,2,2018
1820,16,22.7,42,1.9,2000,Spring,No Holiday,Yes,21,5,2018
475,7,19.6,75,0.9,884,Summer,No Holiday,Yes,17,6,2018
1147,22,11.7,60,0.5,1002,Autumn,No Holiday,Yes,13,10,2018
140,18,20.3,93,1.3,1832,Summer,No Holiday,Yes,7,9,2018
0,16,18.7,25,2.1,1605,Autumn,No Holiday,No,11,3,2018
353,3,25.4,50,1.1,870,Summer,No Holiday,Yes,26,6,2018
558,18,-3.8,58,1.7,1996,Winter,No Holiday,Yes,1,9,2018
596,18,20.6,97,0.7,222,Summer,No Holiday,Yes,28,6,2018
1877,15,28.9,27,1.8,2000,Autumn,No Holiday,Yes,9,9,2018
569,0,14.7,54,1.3,718,Spring,No Holiday,Yes,30,4,2018
670,10,25.4,75,0.7,1995,Summer,No Holiday,Yes,28,8,2018
2159,18,11.3,42,1.2,1846,Autumn,No Holiday,Yes,13,11,2018
329,18,-1.4,79,1.6,702,Winter,No Holiday,Yes,20,12,2017
910,11,16.7,65,1.5,675,Autumn,No Holiday,Yes,15,10,2018
146,1,-8.4,40,1.6,2000,Winter,No Holiday,Yes,17,12,2017
0,4,6.3,72,1.0,1104,Autumn,No Holiday,No,11,3,2018
227,17,-6.6,29,2.5,2000,Winter,No Holiday,Yes,2,6,2018
188,8,5.1,83,0.9,297,Winter,No Holiday,Yes,23,12,2017
62,3,24.8,87,2.2,1286,Summer,No Holiday,Yes,24,8,2018
1037,13,10.9,32,2.1,1581,Autumn,No Holiday,Yes,17,11,2018
766,16,25.2,81,3.6,961,Summer,No Holiday,Yes,28,6,2018
1082,12,24.4,24,2.9,1811,Spring,No Holiday,Yes,25,5,2018
325,0,20.5,85,1.0,2000,Summer,No Holiday,Yes,27,8,2018
239,3,11.3,66,1.0,1506,Spring,No Holiday,Yes,26,4,2018
291,9,-4.7,48,1.0,1784,Winter,No Holiday,Yes,12,9,2017
2101,8,13.7,54,2.4,1960,Autumn,No Holiday,Yes,10,1,2018
142,12,-12.8,25,3.2,1981,Winter,No Holiday,Yes,25,1,2018
439,8,17.0,69,1.2,2000,Autumn,Holiday,Yes,23,9,2018
1382,22,15.2,35,1.2,1999,Spring,No Holiday,Yes,25,4,2018
724,20,6.7,48,2.6,774,Spring,No Holiday,Yes,23,3,2018
619,6,27.7,84,1.4,1436,Summer,No Holiday,Yes,8,9,2018
1209,15,26.4,76,3.7,1370,Summer,No Holiday,Yes,28,6,2018
642,10,26.4,78,2.7,2000,Summer,No Holiday,Yes,29,8,2018
416,6,18.7,75,0.9,1923,Summer,No Holiday,Yes,13,6,2018
592,13,23.4,83,1.7,1944,Spring,No Holiday,Yes,17,5,2018
30,6,-5.2,42,0.7,1980,Winter,Holiday,Yes,16,2,2018
0,16,14.3,59,3.6,858,Autumn,No Holiday,No,11,9,2018
1156,16,20.7,36,3.6,811,Spring,No Holiday,Yes,30,3,2018
178,6,6.1,96,2.1,798,Spring,No Holiday,Yes,4,6,2018
56,5,-0.3,62,0.6,862,Winter,No Holiday,Yes,20,1,2018
868,11,26.7,51,2.7,1925,Summer,No Holiday,Yes,31,8,2018
228,13,-4.5,23,2.6,1937,Winter,No Holiday,Yes,2,7,2018
247,9,16.9,45,0.9,1958,Spring,No Holiday,Yes,22,4,2018
1332,20,12.6,49,0.8,2000,Spring,No Holiday,Yes,24,4,2018
253,2,10.5,57,0.2,1837,Autumn,No Holiday,Yes,22,10,2018
117,5,10.4,62,1.8,911,Spring,No Holiday,Yes,30,3,2018
328,16,3.9,41,4.0,1973,Winter,No Holiday,Yes,13,2,2018
672,6,23.3,83,0.2,875,Summer,No Holiday,Yes,19,7,2018
1017,10,24.4,65,1.6,1972,Autumn,No Holiday,Yes,15,9,2018
200,5,15.0,64,1.6,2000,Spring,No Holiday,Yes,5,8,2018
1659,8,13.0,54,1.2,738,Spring,No Holiday,Yes,20,4,2018
979,7,11.3,62,0.7,774,Spring,No Holiday,Yes,20,4,2018
170,5,9.9,69,1.1,808,Spring,No Holiday,Yes,27,4,2018
1653,20,20.0,46,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
1001,21,11.8,62,0.7,1030,Autumn,No Holiday,Yes,11,4,2018
17,21,21.8,97,0.6,692,Summer,No Holiday,Yes,7,1,2018
929,0,28.9,75,1.6,1946,Summer,No Holiday,Yes,8,9,2018
42,17,9.4,95,1.9,660,Spring,No Holiday,Yes,23,4,2018
72,3,-2.6,70,1.0,1992,Winter,No Holiday,Yes,26,12,2017
399,8,2.4,44,4.3,1375,Spring,No Holiday,Yes,4,7,2018
369,2,6.1,68,0.5,1519,Autumn,No Holiday,Yes,11,2,2018
142,6,-3.7,76,0.0,1864,Winter,No Holiday,Yes,12,6,2017
699,7,28.5,82,0.8,914,Summer,No Holiday,Yes,8,6,2018
1161,12,20.0,47,1.4,685,Spring,No Holiday,Yes,5,11,2018
918,7,15.1,80,1.0,623,Spring,No Holiday,Yes,4,2,2018
143,4,13.7,56,1.9,2000,Autumn,No Holiday,Yes,10,1,2018
1847,19,31.2,62,2.1,1852,Summer,No Holiday,Yes,15,7,2018
750,23,15.7,51,0.4,2000,Autumn,Holiday,Yes,24,9,2018
1008,11,26.1,37,2.4,1079,Summer,No Holiday,Yes,6,4,2018
1280,19,18.6,54,2.7,2000,Autumn,Holiday,Yes,24,9,2018
258,3,10.7,63,1.1,989,Spring,No Holiday,Yes,27,4,2018
736,18,9.0,76,3.0,288,Spring,No Holiday,Yes,24,3,2018
264,11,-4.4,40,0.8,1671,Winter,No Holiday,Yes,1,4,2018
214,7,-13.2,56,0.9,1665,Winter,No Holiday,Yes,2,7,2018
296,8,15.4,52,2.2,1985,Autumn,Holiday,Yes,24,9,2018
98,0,-10.3,54,2.4,1988,Winter,No Holiday,Yes,1,11,2018
1753,17,18.7,21,2.5,1871,Spring,No Holiday,Yes,16,4,2018
1026,19,5.2,48,1.9,1590,Autumn,No Holiday,Yes,29,11,2018
47,4,-5.8,48,1.5,1552,Spring,No Holiday,Yes,3,2,2018
211,9,3.7,85,1.8,2000,Spring,No Holiday,Yes,3,5,2018
946,19,10.6,47,2.0,425,Spring,No Holiday,Yes,3,12,2018
228,2,-4.1,73,2.1,567,Winter,No Holiday,Yes,16,12,2017
533,21,3.1,74,3.2,465,Spring,No Holiday,Yes,3,8,2018
330,9,-5.9,60,0.6,691,Winter,No Holiday,Yes,15,12,2017
291,22,-5.2,53,1.3,1969,Winter,No Holiday,Yes,1,3,2018
1587,22,30.9,63,0.7,2000,Summer,No Holiday,Yes,14,8,2018
1616,7,19.9,72,0.6,840,Summer,No Holiday,Yes,19,6,2018
973,13,19.0,15,1.4,2000,Spring,No Holiday,Yes,13,4,2018
385,2,8.7,71,0.8,2000,Autumn,No Holiday,Yes,18,10,2018
1349,15,18.2,63,2.2,687,Spring,No Holiday,Yes,4,1,2018
614,9,28.4,87,1.7,1313,Summer,No Holiday,Yes,8,6,2018
975,13,17.7,16,2.8,1824,Spring,No Holiday,Yes,18,4,2018
262,2,13.9,0,0.9,2000,Spring,No Holiday,Yes,21,5,2018
1486,19,34.4,39,1.2,2000,Summer,No Holiday,Yes,29,7,2018
62,4,0.9,46,0.8,1140,Winter,No Holiday,Yes,27,2,2018
932,10,18.1,56,2.6,1720,Autumn,No Holiday,Yes,10,7,2018
127,10,-1.6,26,1.9,1980,Winter,Holiday,Yes,15,2,2018
130,1,-5.0,42,1.2,1993,Winter,No Holiday,Yes,1,3,2018
1608,19,16.6,36,1.4,2000,Autumn,No Holiday,Yes,10,7,2018
322,11,2.8,35,3.9,1265,Winter,No Holiday,Yes,20,2,2018
936,10,23.3,65,1.4,1996,Autumn,No Holiday,Yes,14,9,2018
446,10,4.9,56,1.9,1480,Spring,No Holiday,Yes,22,3,2018
353,22,-5.3,45,2.5,2000,Winter,No Holiday,Yes,12,4,2017
1493,21,10.8,53,0.9,2000,Autumn,No Holiday,Yes,17,10,2018
837,1,16.2,63,0.7,1328,Spring,No Holiday,Yes,26,5,2018
71,12,15.7,96,1.1,568,Spring,No Holiday,Yes,5,6,2018
824,11,16.7,45,1.9,1054,Spring,No Holiday,Yes,31,3,2018
718,19,5.4,60,3.9,990,Spring,No Holiday,Yes,3,9,2018
658,23,4.3,58,1.4,2000,Autumn,No Holiday,Yes,29,10,2018
119,4,1.3,48,0.5,2000,Autumn,No Holiday,Yes,20,11,2018
130,12,18.0,92,2.9,1999,Autumn,No Holiday,Yes,10,6,2018
136,6,10.6,90,1.6,1065,Autumn,No Holiday,Yes,11,8,2018
75,12,8.6,94,1.1,389,Spring,No Holiday,Yes,14,4,2018
627,14,36.2,41,2.9,1814,Summer,No Holiday,Yes,14,8,2018
1062,11,22.7,55,2.7,1297,Autumn,No Holiday,Yes,22,9,2018
1117,23,31.2,50,1.8,2000,Summer,No Holiday,Yes,22,8,2018
1836,20,31.1,64,2.7,1770,Summer,No Holiday,Yes,8,7,2018
287,6,2.6,33,1.5,1185,Autumn,No Holiday,Yes,28,11,2018
0,2,11.3,88,3.7,1680,Autumn,No Holiday,No,11,9,2018
0,6,10.6,81,0.0,1798,Autumn,No Holiday,No,10,2,2018
189,4,28.1,81,1.5,1729,Summer,No Holiday,Yes,8,9,2018
1046,21,14.4,66,1.7,677,Spring,No Holiday,Yes,29,3,2018
1061,22,8.7,53,0.4,764,Autumn,No Holiday,Yes,15,11,2018
342,8,12.9,64,1.5,778,Spring,No Holiday,Yes,4,1,2018
210,17,2.5,48,4.2,1979,Winter,Holiday,Yes,16,2,2018
843,18,29.0,81,0.8,989,Summer,No Holiday,Yes,28,7,2018
194,4,18.8,60,1.0,2000,Summer,No Holiday,Yes,6,11,2018
1200,9,11.2,63,1.1,656,Autumn,No Holiday,Yes,17,10,2018
48,9,-4.3,33,0.7,1923,Winter,Holiday,Yes,16,2,2018
80,5,1.3,40,2.3,2000,Spring,No Holiday,Yes,21,3,2018
273,11,10.1,88,0.7,453,Spring,No Holiday,Yes,3,4,2018
2115,21,26.3,81,0.8,1910,Summer,No Holiday,Yes,7,12,2018
88,8,3.0,94,0.3,444,Spring,No Holiday,Yes,3,8,2018
265,14,-1.8,45,3.7,1922,Winter,No Holiday,Yes,1,9,2018
2618,18,14.3,46,1.3,2000,Autumn,No Holiday,Yes,10,12,2018
1005,9,8.9,67,1.1,578,Autumn,No Holiday,Yes,11,5,2018
458,20,4.2,44,4.1,2000,Spring,No Holiday,Yes,4,7,2018
277,16,5.8,50,0.9,547,Winter,No Holiday,Yes,16,1,2018
811,0,10.4,59,0.0,971,Autumn,No Holiday,Yes,14,10,2018
27,5,6.2,89,1.5,338,Spring,No Holiday,Yes,19,3,2018
427,20,1.2,35,2.5,1977,Spring,No Holiday,Yes,3,2,2018
44,11,-2.9,85,1.2,243,Winter,No Holiday,Yes,18,12,2017
253,10,1.3,43,0.8,971,Winter,No Holiday,Yes,1,8,2018
165,6,0.0,33,0.4,2000,Winter,No Holiday,Yes,22,1,2018
197,21,-2.0,83,1.2,904,Winter,No Holiday,Yes,20,12,2017
421,19,6.9,73,3.7,369,Winter,No Holiday,Yes,23,2,2018
787,8,26.1,74,0.7,1254,Summer,No Holiday,Yes,14,7,2018
209,4,26.7,62,1.0,2000,Summer,No Holiday,Yes,30,7,2018
313,6,28.0,85,0.8,647,Summer,No Holiday,Yes,28,7,2018
230,6,16.3,62,2.1,2000,Autumn,No Holiday,Yes,26,9,2018
914,11,16.5,39,0.7,1351,Autumn,No Holiday,Yes,16,10,2018
1426,23,28.2,70,1.3,1811,Summer,No Holiday,Yes,20,7,2018
743,1,21.9,85,0.2,1410,Autumn,No Holiday,Yes,9,6,2018
216,2,-0.9,65,0.6,1369,Winter,No Holiday,Yes,20,1,2018
285,6,24.2,96,1.6,1206,Summer,No Holiday,Yes,30,8,2018
418,10,7.4,35,3.5,1990,Spring,No Holiday,Yes,20,3,2018
199,5,26.7,75,0.3,1871,Summer,No Holiday,Yes,29,7,2018
664,12,5.5,20,1.4,1992,Autumn,No Holiday,Yes,23,11,2018
105,2,-2.9,31,1.6,1931,Winter,No Holiday,Yes,21,2,2018
921,14,13.9,26,2.5,1537,Spring,No Holiday,Yes,4,9,2018
141,10,20.1,98,1.2,885,Spring,No Holiday,Yes,17,5,2018
7,15,4.8,87,2.9,312,Winter,No Holiday,Yes,28,2,2018
590,15,12.2,56,4.8,2000,Spring,No Holiday,Yes,5,3,2018
2262,20,24.6,65,2.1,1018,Summer,No Holiday,Yes,23,6,2018
75,5,-2.4,59,1.1,1984,Winter,No Holiday,Yes,22,2,2018
116,1,19.0,97,1.5,278,Spring,No Holiday,Yes,18,5,2018
1985,14,24.1,51,1.1,2000,Summer,No Holiday,Yes,6,10,2018
108,6,1.7,58,3.8,1189,Spring,No Holiday,Yes,4,7,2018
171,0,-0.2,30,0.4,2000,Winter,No Holiday,Yes,22,1,2018
617,8,-6.2,45,0.4,1600,Spring,No Holiday,Yes,3,2,2018
403,0,4.7,46,1.7,746,Spring,No Holiday,Yes,24,3,2018
443,8,-12.6,61,1.6,1610,Winter,No Holiday,Yes,1,11,2018
135,6,-6.4,50,1.5,1593,Spring,No Holiday,Yes,3,2,2018
2088,14,26.6,50,2.4,1119,Summer,No Holiday,Yes,13,6,2018
600,6,22.6,95,0.1,1937,Summer,No Holiday,Yes,7,3,2018
1695,8,28.5,64,2.0,2000,Summer,No Holiday,Yes,8,7,2018
965,13,28.7,46,2.6,1815,Summer,No Holiday,Yes,31,8,2018
1848,18,20.2,66,1.0,2000,Spring,No Holiday,Yes,5,6,2018
258,7,21.9,95,1.3,424,Autumn,No Holiday,Yes,16,9,2018
1382,21,16.1,44,1.2,913,Spring,No Holiday,Yes,29,4,2018
1467,7,18.2,75,1.4,2000,Summer,No Holiday,Yes,15,6,2018
121,22,-15.2,45,4.0,2000,Winter,No Holiday,Yes,24,1,2018
243,15,4.0,26,3.5,2000,Winter,Holiday,Yes,16,2,2018
555,15,9.2,53,3.3,1896,Spring,No Holiday,Yes,3,8,2018
231,1,5.9,65,1.0,596,Spring,No Holiday,Yes,13,3,2018
266,0,5.1,52,1.1,614,Winter,No Holiday,Yes,28,2,2018
118,9,-3.4,77,1.6,432,Winter,No Holiday,Yes,14,1,2018
562,12,36.6,41,2.0,1866,Summer,No Holiday,Yes,8,2,2018
178,0,-1.4,58,1.0,1880,Winter,No Holiday,Yes,26,12,2017
419,3,15.3,69,0.5,1103,Spring,No Holiday,Yes,26,5,2018
92,5,4.1,42,3.1,2000,Spring,No Holiday,Yes,20,3,2018
1902,17,16.3,39,1.7,1969,Autumn,No Holiday,Yes,10,12,2018
82,5,2.0,83,2.7,253,Winter,No Holiday,Yes,12,4,2017
792,10,10.2,44,2.3,1986,Autumn,No Holiday,Yes,10,11,2018
1391,18,16.6,33,2.6,1867,Spring,No Holiday,Yes,31,3,2018
209,4,28.1,71,0.4,2000,Summer,No Holiday,Yes,14,8,2018
0,12,19.4,41,3.1,1956,Autumn,No Holiday,No,10,2,2018
2525,20,22.4,62,2.2,1041,Summer,No Holiday,Yes,19,6,2018
297,18,-13.0,29,3.4,2000,Winter,No Holiday,Yes,24,1,2018
1730,17,17.0,36,1.5,1672,Autumn,No Holiday,Yes,11,2,2018
1411,19,30.9,68,3.3,1821,Summer,No Holiday,Yes,8,5,2018
232,5,23.3,79,1.7,1592,Summer,No Holiday,Yes,25,8,2018
1054,14,10.1,37,2.4,1723,Autumn,No Holiday,Yes,18,11,2018
186,8,-6.5,62,1.1,1503,Winter,No Holiday,Yes,1,6,2018
0,10,17.3,52,2.3,1235,Spring,No Holiday,No,5,10,2018
2362,20,29.3,58,2.4,2000,Summer,No Holiday,Yes,16,7,2018
942,23,28.8,79,1.3,1484,Summer,No Holiday,Yes,8,5,2018
1696,19,21.2,68,1.5,610,Spring,Holiday,Yes,5,1,2018
870,13,20.1,61,2.6,1117,Spring,No Holiday,Yes,4,3,2018
324,7,12.5,68,1.1,457,Spring,No Holiday,Yes,21,4,2018
1058,15,31.1,59,2.3,1929,Summer,No Holiday,Yes,14,7,2018
1440,16,13.7,28,2.1,1499,Spring,No Holiday,Yes,17,3,2018
103,10,-11.2,43,3.5,1359,Winter,No Holiday,Yes,2,4,2018
716,19,3.2,45,3.7,2000,Spring,No Holiday,Yes,20,3,2018
1208,0,20.7,51,1.7,2000,Summer,No Holiday,Yes,7,8,2018
361,2,11.2,58,1.4,1255,Spring,No Holiday,Yes,27,4,2018
291,15,-3.3,22,5.0,2000,Winter,No Holiday,Yes,16,12,2017
263,12,2.2,17,1.0,1979,Winter,No Holiday,Yes,18,2,2018
1393,13,29.4,24,2.7,1905,Summer,No Holiday,Yes,6,3,2018
227,3,5.6,69,0.1,2000,Autumn,No Holiday,Yes,31,10,2018
0,20,12.1,68,0.8,592,Autumn,No Holiday,No,11,3,2018
29,19,22.3,96,2.6,191,Spring,No Holiday,Yes,17,5,2018
38,5,20.5,97,0.4,384,Summer,No Holiday,Yes,27,8,2018
206,20,-9.1,35,3.8,2000,Winter,No Holiday,Yes,2,5,2018
276,14,6.5,43,0.8,468,Winter,No Holiday,Yes,16,1,2018
163,5,7.0,85,0.8,2000,Spring,No Holiday,Yes,5,3,2018
756,10,14.8,29,0.6,1749,Spring,No Holiday,Yes,25,4,2018
291,22,5.7,81,2.5,292,Winter,No Holiday,Yes,23,2,2018
1152,13,18.1,43,2.2,2000,Autumn,No Holiday,Yes,18,10,2018
644,15,31.2,67,2.7,1368,Summer,No Holiday,Yes,8,9,2018
388,6,16.8,74,1.2,1265,Spring,No Holiday,Yes,4,3,2018
116,2,-2.9,57,0.0,1985,Winter,No Holiday,Yes,22,2,2018
943,16,18.3,43,4.3,1931,Spring,No Holiday,Yes,28,3,2018
1206,16,14.7,32,2.0,1934,Autumn,No Holiday,Yes,11,1,2018
328,0,2.1,74,1.4,970,Spring,No Holiday,Yes,3,10,2018
1047,7,5.2,78,0.3,1182,Autumn,No Holiday,Yes,14,11,2018
113,22,-14.6,35,2.5,2000,Winter,No Holiday,Yes,25,1,2018
621,8,-10.4,54,1.1,1432,Winter,No Holiday,Yes,14,12,2017
175,11,-9.9,32,3.3,1863,Winter,No Holiday,Yes,2,6,2018
1857,17,18.1,30,4.6,1925,Spring,No Holiday,Yes,5,4,2018
451,7,20.9,66,1.4,2000,Summer,No Holiday,Yes,7,9,2018
233,20,1.1,32,1.4,1785,Winter,No Holiday,Yes,24,2,2018
800,7,0.8,41,0.6,1298,Autumn,No Holiday,Yes,29,11,2018
431,11,8.1,21,2.1,1738,Spring,No Holiday,Yes,3,3,2018
337,17,1.5,24,1.9,1788,Winter,No Holiday,Yes,2,8,2018
561,14,30.8,69,1.8,1218,Summer,No Holiday,Yes,8,9,2018
254,20,-9.3,49,3.8,2000,Winter,No Holiday,Yes,12,11,2017
71,5,11.1,95,0.2,117,Autumn,No Holiday,Yes,11,7,2018
243,23,5.5,80,2.7,258,Winter,No Holiday,Yes,23,2,2018
1263,9,24.7,59,1.1,616,Summer,No Holiday,Yes,18,6,2018
265,13,1.4,34,0.8,1394,Winter,No Holiday,Yes,1,7,2018
733,0,18.7,64,3.3,1654,Spring,No Holiday,Yes,5,6,2018
916,18,23.8,95,2.7,1938,Summer,No Holiday,Yes,24,8,2018
184,10,2.2,83,0.8,221,Winter,No Holiday,Yes,23,2,2018
0,4,18.3,78,0.4,1906,Autumn,No Holiday,No,18,9,2018
1425,22,13.6,71,0.6,1457,Autumn,No Holiday,Yes,16,10,2018
1010,10,23.2,41,1.1,1440,Spring,No Holiday,Yes,26,5,2018
226,21,0.2,32,1.1,1951,Winter,No Holiday,Yes,18,2,2018
58,4,-1.9,34,3.0,2000,Winter,Holiday,Yes,15,2,2018
152,13,-8.3,34,4.0,1561,Winter,No Holiday,Yes,2,4,2018
1490,23,20.6,52,0.5,2000,Summer,No Holiday,Yes,6,2,2018
2435,21,23.7,64,1.7,1707,Summer,No Holiday,Yes,16,6,2018
1666,17,33.1,27,1.9,1975,Summer,No Holiday,Yes,17,8,2018
912,22,11.2,67,1.3,940,Autumn,No Holiday,Yes,11,4,2018
2309,22,20.0,70,1.0,2000,Summer,No Holiday,Yes,6,12,2018
2186,19,29.7,55,2.5,2000,Summer,No Holiday,Yes,19,8,2018
1996,8,17.1,57,1.7,792,Spring,No Holiday,Yes,25,5,2018
873,19,19.4,85,1.2,1651,Summer,No Holiday,Yes,6,11,2018
35,8,-0.2,90,1.2,378,Winter,No Holiday,Yes,12,10,2017
65,3,0.3,91,2.0,172,Winter,Holiday,Yes,31,12,2017
372,3,10.3,81,0.7,361,Autumn,No Holiday,Yes,11,10,2018
2489,19,23.0,63,3.1,2000,Autumn,No Holiday,Yes,17,9,2018
273,13,8.0,54,1.8,435,Winter,No Holiday,Yes,17,1,2018
985,9,27.6,62,1.5,1043,Summer,No Holiday,Yes,19,7,2018
149,13,22.9,92,1.2,459,Summer,No Holiday,Yes,27,8,2018
245,4,27.0,74,0.8,1816,Summer,No Holiday,Yes,29,7,2018
192,3,10.8,59,0.5,2000,Autumn,No Holiday,Yes,10,8,2018
0,4,10.6,75,3.2,913,Autumn,No Holiday,No,11,9,2018
641,10,29.8,59,1.2,973,Summer,No Holiday,Yes,20,7,2018
2349,17,23.6,38,1.4,2000,Autumn,No Holiday,Yes,26,9,2018
776,15,32.9,46,2.5,1248,Summer,No Holiday,Yes,18,7,2018
93,2,5.4,95,1.5,89,Spring,No Holiday,Yes,26,3,2018
123,6,-5.1,54,1.3,1346,Winter,No Holiday,Yes,1,5,2018
2060,17,26.9,45,3.5,990,Spring,No Holiday,Yes,28,5,2018
928,16,34.3,45,2.3,1466,Summer,No Holiday,Yes,20,7,2018
1851,21,24.6,70,2.5,2000,Autumn,No Holiday,Yes,9,6,2018
345,2,22.2,96,0.8,269,Summer,No Holiday,Yes,29,6,2018
1337,21,28.9,83,0.3,1449,Summer,No Holiday,Yes,8,12,2018
193,7,0.5,64,0.8,2000,Spring,No Holiday,Yes,17,3,2018
653,13,35.3,48,2.5,880,Summer,No Holiday,Yes,27,7,2018
468,0,16.1,80,1.9,605,Spring,No Holiday,Yes,4,2,2018
415,21,-3.7,47,0.0,2000,Winter,No Holiday,Yes,12,5,2017
242,21,-6.4,34,1.2,2000,Winter,No Holiday,Yes,27,12,2017
571,14,34.0,59,3.2,1180,Summer,No Holiday,Yes,8,6,2018
107,3,-6.2,40,0.9,2000,Winter,No Holiday,Yes,1,12,2017
3123,18,21.7,40,3.5,1987,Spring,No Holiday,Yes,23,5,2018
1553,19,36.1,56,3.7,1837,Summer,No Holiday,Yes,8,1,2018
204,11,-4.2,51,1.1,1772,Winter,No Holiday,Yes,20,12,2017
0,1,12.0,58,0.7,2000,Autumn,Holiday,No,10,9,2018
100,5,-6.4,37,1.5,2000,Winter,No Holiday,Yes,1,12,2017
1052,14,29.2,67,2.8,1725,Summer,No Holiday,Yes,7,11,2018
374,7,0.7,44,0.8,1357,Winter,No Holiday,Yes,1,8,2018
12,3,6.5,88,0.9,276,Spring,No Holiday,Yes,19,3,2018
167,4,18.3,84,0.9,409,Spring,No Holiday,Yes,30,5,2018
59,7,-4.4,80,1.4,411,Winter,No Holiday,Yes,14,1,2018
70,22,8.1,76,0.8,492,Spring,No Holiday,Yes,18,3,2018
67,2,-4.2,35,3.4,2000,Winter,No Holiday,Yes,12,11,2017
87,10,18.4,91,1.2,394,Autumn,No Holiday,Yes,20,9,2018
251,3,5.7,72,0.8,1368,Autumn,No Holiday,Yes,11,2,2018
537,8,1.1,86,1.2,197,Winter,No Holiday,Yes,18,1,2018
965,14,21.0,28,2.8,1191,Spring,No Holiday,Yes,30,3,2018
1837,15,23.8,29,4.7,1876,Spring,No Holiday,Yes,5,5,2018
1126,22,8.1,50,0.5,2000,Autumn,No Holiday,Yes,13,11,2018
470,21,5.0,73,2.2,1173,Spring,No Holiday,Yes,3,10,2018
1084,13,20.6,30,2.4,1048,Spring,No Holiday,Yes,26,4,2018
0,2,18.8,74,0.2,1866,Autumn,No Holiday,No,18,9,2018
842,13,20.5,35,1.1,2000,Spring,No Holiday,Yes,22,4,2018
718,19,8.8,49,3.2,1207,Spring,No Holiday,Yes,17,3,2018
1142,23,20.7,52,1.4,2000,Autumn,No Holiday,Yes,9,8,2018
652,6,29.2,58,1.7,2000,Summer,No Holiday,Yes,23,7,2018
177,21,-9.8,41,3.9,1949,Winter,No Holiday,Yes,2,5,2018
19,5,-7.8,39,2.8,2000,Winter,No Holiday,Yes,2,11,2018
